text,label tay,label chatgpt,label,keyword của mình,keyword của chatgpt,Reason của mình,Reason của chatgpt,từ viết tắt
"Theo mọi người thì em có tệ hay không ạ( mong ad duyệt ạ)
Em với ny yêu nhau 9 tháng và chia tay ngày 4/6/2023 năm nay ạ. Lí do chia tay là anh bảo anh muốn có không gian riêng tập trung cho việc học. Khoảng đầu thời gian chia tay em khóc quá trời luôn, có nhắn tin níu kéo nhưng anh bảo a không muốn quay lại với em.Chia tay được 2 tháng thì em có dùng manifest và công nhận thành công thật khi anh đã chủ động nhắn tin muốn quay lại.Tuy nhiên trong khoảng thời gian chia tay đấy em cũng đã khóc rất nhiều ,  buồn rất nhiều nên giờ anh nói quay lai thì em hơi do dự, không muốn lắm mặc dù em vẫn còn tình cảm với anh ấy. 
Mọi người cho em xin ý kiến được k ạ",0,0,0,,,,,
"Mình là nam 26 tuổi👋 Mình chỉ hỏi ĐÀN ÔNG ơi năm 2023 của các bạn ổn không ? còn mình thì mệt quá, không ổn tí nào mn ạ !
Công việc hiện tại thì chưa ổn định, gia đình thì không phải là điểm tựa của mình đôi lúc lại là gánh nặng cho mình, mình có ít bạn bè không có bạn thân ( này kiểu do mình tự bài xích với xã hội, mình đã từng có rất nhiều bạn nhưng mình nhận ra thật ra chỉ là bè), có mối tình 4 năm ( có lẽ chỉ có ny mới có thể là tia sáng của cuộc đời mình, mình thích được ở cạch vung đắp, chia sẽ, làm mọi thứ cho cô ấy, đối với mình cuộc vui chính là mái ấm, hình như 2 hôm nữa lại đến sinh nhật cô ấy)... À quên nhưng chúng mình chia tay rồi mn ạ 😅 cũng hơn 1 năm rồi nhỉ và để nói vì sao chia tay lại là 1 câu chuyện dài haizz, mình cũng còn 1 hoài bão lớn là đi nước ngoài sau khi gặp nhiều biến cố nhưng mọi thứ diễn ra không suôn sẻ lắm nên mình cũng không tự tin có thể thực hiện được. Nhìn chung bản thân mình cũng k tệ lắm nhưng mình có cảm giác cuộc sống này thích quay lưng với mình hơn các bạn ạ, nhiều lúc bế tắc giam mình trong phòng cả tháng để ngẫm về cuộc đời này nhưng mình biết mình không thể gục được vì mình biết chỉ có bản thân mình   mới lôi được mình ra khỏi cái vũng lầy này. Vài vòng chia sẽ, có câu sướng khổ tại tâm nhưng hiện thực không ổn làm sao tâm an nhàn được đúng không anh em.",1,0,1,"mệt mỏi, bế tắc giam mình trong phòng",,Tâm lý cá nhân,,
E và chị em là 2 ce sinh đôi nma chị e là một ng có khiếu hài hước và có một làn da trắng khuôn mặt thì khá là xinh còn em thì một đứa k có khiếu hài hước mà da còn ngăm khuôn mặt thì k xinh nhằm khi đi vs c hai e luôn là ng bị lép vế và đôi khi muốn mình xinh hơn nhưg sợ nhiều ng ns là cố tính hơn c2 hay bị so sánh. Nhằm lúc e k hiểu tại sao mình thấy bth nma nh ng lại ns mình da đen r ns k xinh bằng c hai,0,0,0,,,,,
Công việc theo sự sắp đặt của phụ huynh hay là theo sở thích?...,0,0,0,,,,,
"Chào mn ạ, em năm nay lớp 10.  Suốt 9 năm học trước em luôn được hsg, điểm 9 10 với em lúc ấy là quá bình thường. Đến khi lên cấp 3, mọi thứ với em như sụp đổ. Em tự thấy năng lực của bản thân gần như thua kém tất cả mọi người. Các bài ktra của em ít khi được điểm tốt, đỉnh điểm là qua kì thi giữa kì vừa rồi, em đã bị điểm dưới trung bình và có thể sẽ mất luôn hsg.. Ba mẹ em luôn an ủi rằng cứ học đi, sao cũng được miễn con sống vui là được. Nghe câu đó xong em cành cảm thấy bản thân mình vô dụng hơn, ba mẹ em chắc hẳn cũng buồn vì em rất nhiều. Thời gian này em chẳng biết làm gì ngoài khóc ạ, em ghét sự yếu đuối của bản thân, em ghét sự cố chấp khi không thể chấp nhận rằng bản thân em đang thua thiệt mọi người, em rất khó khăn khi phải đối diện với hiện thực. Mọi người cho em lời khuyên với, em nên làm gì đây ạ..",0,0,0,,,,,
"Chào mng mình là nam 19 tuổi, cũng gọi là biết suy nghĩ rồi. Nhưng có một điều mình vẫn luôn tự thắc mắc với bản thân, là làm như vậy có đúng kh.

Là kiểu mình vô tâm với tất cả mọi chuyện TIÊU CỰC xung quanh, nếu chuyện đó KHÔNG TRỰC TIẾP liên quan tới mình. 

Điển hình nhất là cách đây vài tháng, gđ mình có gặp một số chuyện , bm thì cãi nhau vs chiến tranh lạnh. Mẹ bị lừa đảo mất gần 1 tỉ. Mqh giữa bố và mẹ gần như không thể cứu vãn, thậm chí bố còn tác động vật lý mẹ… 

Tất cả mng trong họ hàng, gđ đều quan tâm và góp ý… Nhưng riêng bản thân mình thì kh cảm thấy gì hết. 
Mình kh theo phe ai, kh nch với 1 ai, tuy mng đều khuyên mình phải tâm sự với cả bố, mẹ. 

Chị gái và em gái còn nói nếu bome li hôn thì sẽ theo mẹ. Nhưng lúc đấy mình lại nghĩ, là sẽ kh theo ai hết, vì mình có thể tự lo cho bản thân rồi, hơi khổ một chút cũng chả sao. Và còn nhiều chuyện khác nữa, nhưng sau cùng mình vẫn chẳng để tâm, nếu bome có giận cá chém thớt với mình thì mình sẽ giận vì nó ảnh hưởng tới mình. 

Tuy vậy nhưng trong cv thì mình vẫn giúp đỡ cả bố và mẹ, khác với chị và em gái thì ghét bố. Có thể nói là mình trung lập…

Đó chỉ là ví dụ điển hình thôi, và đa số là mình sẽ làm như vậy, dù ở bất cứ môi trường nào hay mqh nào. ( luôn luôn trung lập và không quan tâm )
 
Mình cũng cảm thấy nó khá là tốt vì sẽ đỡ phải nghĩ nhiều. Nhưng lại thấy có hơi ích kỷ, vô tâm xíu.

Mng đọc hết thì cho mình lời khuyên ạ, cảm ơn nhiều🫶🏻",0,0,0,,,,,
"Tớ xấu tính cực. 

Lúc nào mà khó chịu trong người, cảm thấy bực bội tớ chỉ muốn thu mình lại. Tớ muốn một mình yên tĩnh, làm những việc mình thích. Lỡ như có ai ""đụng"" vào tớ lúc đó thì tớ sẽ nổi cáu. Thậm chí là muốn gắt lên để người ta có thể trả lại không gian riêng tư cho mình. 

Có lần tớ dỗi bạn, tớ im lặng. Cái tật của tớ là vậy. Chỉ muốn im im để bình tĩnh lại. Thế nhưng bạn lại không hiểu. Bạn liên tục nhắn, tớ cũng chẳng kiểm soát nổi cơn ""điên"" trong người mình. Tớ bảo bạn là dai như đỉa vậy. Và rồi, bạn im. Tớ biết là mình đã nặng lời. Dù thật tâm không muốn như vậy. 

Tớ là đứa có trí nhớ khá tốt. Tớ nhớ những lần tớ bị tổn thương dù chỉ là vô tình từ một ai đó. Mọi người hay bảo tớ là đứa ""nhớ dai thù lâu"". Cũng có thể là như vậy, tớ thực sự sẽ nhớ rất lâu về những lần tổn thương ấy. 

Có đôi khi tớ luôn nghĩ mình là người bị hại. Luôn có những câu hỏi ""tại sao lại đối xử với mình như thế?"". Nhưng lại không nhận ra là mình đã sai, mình cũng đã vô tình làm tổn thương người khác như nào. 

Tớ biết mình là một đứa xấu tính. Thế nhưng cảm ơn cậu vì đã dịu dàng với tớ. Đã bỏ qua cho những lần tớ làm sai. Cảm ơn vì vẫn ở bên tớ mà không rời đi. 

3012",0,0,0,,,,,
"Chào mọi người
 Chuyện là 19/11 hôm qua trường em mít tinh ngày Nhà giáo.Như mọi năm thì em không đến nhà cô mà chỉ mua một bó hoa tặng cô lúc ở trường luôn,em không bỏ phong bì (vì em nghĩ quan trọng là ở tấm lòng và điểm số cao để cô vui).Nhưng mà em không ngờ tới mọi người ạ,lúc em tặng hoa xong rồi đi ra khỏi lớp thì có một nam chạy lại bảo em: 
''Cô hỏi trong bó hoa mày bỏ phong bì ở đâu mà cô tìm mãi không thấy.''
  Lúc đó em đơ người luôn ý ạ,em cũng không trả lời bạn,em nghĩ cho dù thế nào thì cũng đâu nhất thiết phải nói toạch ra như thế đâu.Em cũng chẳng quan tâm rồi cùng vài bạn đi thăm giáo viên cũ.Khoảng ít lâu sau tụi em quay lại để chụp ảnh lớp,sau đó cô đi qua em và cố tình nói ''cái phong bì bỏ đâu nhỉ'' .Lúc đó em biết chắc là hỏi em rồi.  
  Bây giờ em phải làm sao đây mọi người,em sợ sau vụ này cô ghét em rồi làm khó em các kiểu.Cô khó tính lắm,em sợ cô gọi em lên bảng làm mấy bài khó khó mà em không làm được rồi làm xấu mặt em trước lớp (vì mấy đứa trong lớp mà cô không ưa cũng bị vậy).  Bao nhiêu năm đi học mà em cũng chưa từng gặp qua giáo viên như này bao giờ luôn.
   Huhu mọi người giúp em với ạ,câu từ của em có hơi lủng củng mong mọi người bỏ qua.",0,0,0,,,,,
"Gđ t có hai ce, t là con cả, sinh ra khi bố mẹ chưa thực sự sẵn sàng, bố mẹ vẫn đang một lòng phấn đấu vì sự nghiệp, nói chung thì, t là đứa phá vỡ kế hoạch của bố mẹ. Bố mẹ luôn nói sinh t ra làm ảnh hưởng tới đường công danh của bố mẹ, nếu năm đấy không sinh t thì bố mẹ đều đã được thăng tiến chức vụ cao, kiếm được nhiều tiền, được coi trọng hơn bây giờ.
Còn e t thì khác, sinh ra khi bố mẹ đã chuẩn bị đầy đủ sẵn sàng, mong chờ từng ngày đợi em sinh ra, bố mẹ t rất thương quý em t. Nghe bảo đi xem thầy thì thầy phán ngày sinh tháng đẻ của em t tốt cho đường công danh sự nghiệp của bố mẹ nên bố mẹ t càng thương. Đi đâu cũng ẵm bồng theo, khoe con xinh đẹp sáng lạn.
Nói đến đây thì chắc mn biết không khí bình thường trong nhà t là như nào rồi nhỉ.
Vậy nhưng giá như t chưa từng thấy gđ nào đó thực sự tốt như những gì t mơ tưởng thì chắc là t sẽ không tủi thân nhiều đến thế.
Gđ hàng xóm cạnh nhà t, họ đúng là gđ trong mơ mà t luôn ao ước.
Chị lớn nhà hàng xóm đang học xa nhà, thỉnh thoảng chị mới về. Thời tiết miền bắc dạo này khá mát lạnh, sáng cuối tuần t hay gặp c ấy với em trai đi ăn sáng. C ấy mặc áo khoác của bố, được em trai sắn tay áo cho. Em trai c không ăn hành, c ấy miệng thì càu nhàu cậu ấy nhưng vẫn vớt cho cậu ấy không sót miếng nào. C ấy ăn ít, em trai c ăn nốt cho. Kiểu mọi thứ rất tự nhiên.
Hai ce ấy giống như toả ra không khí yêu thương ấy, nhìn là biết gđ hạnh phúc, nuôi dạy họ yêu thương tử tế.
T cũng hay gặp cô chú đi chợ, cuối tuần thì chú sẽ chở cô đi chợ. Nhà gần nhau mà, mẹ lại đang có em bé nên thỉnh thoảng sẽ nhờ cô mua hộ đồ ăn. Các c biết không , dù cô chú không nói gì nhiều nhưng mà nhìn cô ngồi sau xe chú cũng thấy hạnh phúc ấy. Cô còn hay mua đồ ăn vặt cho t, cô bảo con cô thích ăn nên cô mua cho con cô rồi cô mua cho cả t.
Gđ ấy ở ngay bên cạnh, nó giống hoàn toàn một gđ hạnh phúc trong tưởng tượng của t, chỉ tiếc đó không phải gđ của t.",0,0,0,,,,,
"Làm thế nào khi ny tao luôn noí là : Chị đặc biệt, chị có những cái mà mấy đứa kia ko có được. Trong khi đó b ay có nhiều mqh khác giới, t ngày xưa ko quản chặt xong giờ để í nhiều hơn thấy mấy đứa con gái xung quanh anh ta lộng hành vcl và ny tao vẫn cho phép cno lại gần( kiểu ko phản đối và ko tránh xa í). Đến khi t làm to chuyện ra chút thì nhận lại được câu trl như ở đầu, là sao?? Là vaanx yêu t nhưng k nỡ để mất những mqh khác đúng ko ạ? Nhiều lúc bất lực nói ra hết lần này tới lần khác nhưng ko nhận lại được gì, họ laij cho là mình làm quá rồi nghũ nhiều này kia, roiif bảo mình quá đáng, khẳng định chỉ là nhưbgx mqh bình thường... nhưng mà có cái bình thường nào kiểu trêu nhau ngoài sân trường xong còn giữ con gấu bông của đứa khác ko ạ,???.
( mình ko giỏi biểu đạt cảm xúc bằng văn kobit mng đọc có hiểu mình nói gì ko ạ 🥲huhu",0,0,0,,,,,
"Dạ e xin tips để bớt đau lòng khi mình luôn quan tâm săn sóc họ nhưng họ thì ngược lại khi đối xử với mình. Giống như bị phản bội tình cảm vậy, không phải từ ny mà đến từ người thân hoặc từ các mqh khác ạ. Cảm giác rất rất khó chịu ạ, hết lần này đến lần khác, không có nguyên do gì cả 😥",0,0,0,,,,,
"Tớ xin phép ẩn danh ạ, dạo này tớ hay cáu gắt với mọi người xung quanh cụ thể là người nhà ạ, tớ ko bt sao nửa rõ là ko muốn nhưng mà..... Hơn nữa lúc nào mik cũng thấy khá áp lực vì ở tuổi mik bạn bè mik mỗi tháng kiếm đc từ 10 có khi cả 20tr 1 tháng trong khi đó bản thân chỉ kím đc 3 tr lại ở trọ lo cho bản thân chưa xong, giờ mik ko muốn gặp ai nửa hết gặp để làm gì đây, còn phải xin tiền mẹ đủ thứ nữa, mik vô dụng quá😢",0,0,0,,,,,
